2021,1,20.46,15.47,-999.0,33.05,0.13,0.34,8.59
2021,2,20.52,14.25,-999.0,44.33,0.13,0.34,7.36
2021,3,20.86,12.88,-999.0,47.31,0.13,0.34,6.07
2021,4,20.97,12.52,-999.0,46.85,0.13,0.34,5.28
2021,5,20.64,12.21,-999.0,46.01,0.13,0.34,5.88
2021,6,20.82,10.94,-999.0,42.94,0.13,0.34,3.92
2021,7,20.81,10.29,-999.0,41.65,0.12,0.34,3.25
2021,8,20.64,9.98,-999.0,45.81,0.12,0.34,2.31
2021,9,21.08,10.58,-999.0,45.27,0.12,0.34,2.78
2021,10,20.48,10.99,-999.0,42.49,0.12,0.34,3.54
2021,11,19.03,10.05,-999.0,41.58,0.13,0.34,1.88
2021,12,20.07,8.94,-999.0,47.46,0.14,0.34,0.77
2021,13,20.89,10.41,-999.0,49.04,0.14,0.34,2.55
2021,14,21.82,13.23,-999.0,36.88,0.14,0.34,4.58
2021,15,21.97,14.94,-999.0,23.22,0.14,0.34,6.69
2021,16,22.32,14.56,-999.0,21.9,0.13,0.34,7.67
2021,17,22.06,15.14,-999.0,21.0,0.13,0.34,7.29
2021,18,22.44,14.41,-999.0,20.41,0.13,0.34,6.74
2021,19,22.8,13.97,-999.0,13.62,0.13,0.34,6.4
2021,20,22.05,16.05,-999.0,10.33,0.12,0.34,9.03
2021,21,22.15,14.68,-999.0,16.07,0.12,0.34,5.77
2021,22,18.21,10.2,-999.0,39.58,0.12,0.34,1.29
2021,23,18.75,12.36,-999.0,31.92,0.12,0.34,3.94
2021,24,20.44,14.26,-999.0,25.85,0.12,0.34,5.77
2021,25,22.16,14.74,-999.0,18.36,0.11,0.34,7.29
2021,26,22.59,13.78,-999.0,16.59,0.11,0.34,5.62
2021,27,22.91,12.83,-999.0,20.61,0.11,0.34,5.09
2021,28,22.92,13.74,-999.0,20.23,0.11,0.34,5.31
2021,29,22.42,15.78,-999.0,20.03,0.11,0.34,6.77
2021,30,22.72,16.61,-999.0,19.49,0.11,0.34,10.67
2021,31,22.48,13.99,-999.0,25.51,0.11,0.34,7.76
2021,32,23.41,13.47,-999.0,28.41,0.1,0.34,5.93
2021,33,23.1,13.42,-999.0,28.8,0.1,0.34,6.23
2021,34,23.78,12.4,-999.0,28.42,0.1,0.34,4.68
2021,35,23.96,13.3,-999.0,20.78,0.1,0.34,6.45
2021,36,23.73,15.57,-999.0,23.25,0.1,0.34,6.36
2021,37,21.27,14.94,-999.0,44.79,0.19,0.34,7.11
2021,38,19.83,13.54,-999.0,55.32,0.26,0.34,6.94
2021,39,12.83,8.11,-999.0,71.37,0.25,0.34,4.75
2021,40,12.54,8.98,-999.0,72.11,0.36,0.35,4.7
2021,41,23.29,11.24,-999.0,57.18,0.33,0.35,3.53
2021,42,24.26,12.96,-999.0,39.14,0.31,0.35,6.08
2021,43,24.46,13.8,-999.0,33.6,0.28,0.35,6.37
2021,44,24.29,15.47,-999.0,30.62,0.26,0.34,8.56
2021,45,23.78,15.68,-999.0,25.85,0.24,0.34,9.15
2021,46,24.61,15.72,-999.0,27.13,0.22,0.34,9.25
2021,47,24.73,16.69,-999.0,25.79,0.21,0.34,9.22
2021,48,24.94,18.18,-999.0,29.11,0.2,0.34,9.92
2021,49,23.69,17.36,-999.0,33.67,0.19,0.34,8.97
2021,50,21.94,15.2,-999.0,55.08,0.18,0.34,8.26
2021,51,21.79,16.89,-999.0,39.1,0.17,0.34,9.78
2021,52,21.65,17.46,-999.0,36.72,0.17,0.34,12.21
2021,53,23.17,17.14,-999.0,40.0,0.16,0.34,10.22
2021,54,22.74,18.11,-999.0,36.12,0.16,0.34,11.22
2021,55,23.39,19.0,-999.0,36.83,0.15,0.34,12.13
2021,56,21.31,18.34,-999.0,50.69,0.15,0.34,11.15
2021,57,23.47,17.28,-999.0,42.89,0.15,0.34,9.53
2021,58,21.85,17.55,-999.0,35.22,0.14,0.34,9.3
2021,59,22.62,17.9,-999.0,32.39,0.14,0.34,10.76
2021,60,23.1,18.55,-999.0,31.78,0.14,0.34,12.02
2021,61,22.25,18.0,-999.0,35.4,0.13,0.34,12.08
2021,62,26.03,17.15,-999.0,22.19,0.13,0.34,11.34
2021,63,26.32,16.73,-999.0,25.2,0.13,0.34,8.86
2021,64,25.8,16.72,-999.0,28.19,0.12,0.34,11.38
2021,65,25.84,15.29,-999.0,22.56,0.12,0.34,9.66
2021,66,26.15,14.17,-999.0,33.18,0.12,0.34,6.45
2021,67,26.57,16.28,-999.0,29.89,0.12,0.34,8.72
2021,68,27.15,17.1,-999.0,21.61,0.12,0.34,8.36
2021,69,27.52,17.31,-999.0,15.64,0.11,0.34,10.01
2021,70,27.59,17.06,-999.0,13.68,0.11,0.34,10.27
2021,71,27.75,18.24,-999.0,15.94,0.11,0.34,9.6
2021,72,27.25,19.03,-999.0,14.67,0.11,0.34,12.25
2021,73,25.21,18.34,-999.0,13.03,0.11,0.34,11.42
2021,74,26.63,17.49,-999.0,15.32,0.1,0.34,10.53
2021,75,28.57,17.18,-999.0,13.75,0.1,0.34,9.71
2021,76,28.2,17.35,-999.0,14.29,0.1,0.34,10.4
2021,77,28.15,17.6,-999.0,12.46,0.1,0.34,11.09
2021,78,27.97,17.66,-999.0,12.38,0.1,0.34,11.26
2021,79,27.38,17.33,-999.0,9.63,0.1,0.34,11.21
2021,80,27.7,16.35,-999.0,16.53,0.1,0.34,10.65
2021,81,26.82,15.7,-999.0,21.57,0.09,0.34,8.1
2021,82,28.01,16.65,-999.0,21.27,0.09,0.34,10.12
2021,83,27.91,17.88,-999.0,16.59,0.09,0.34,10.97
2021,84,28.52,18.53,-999.0,16.09,0.09,0.34,11.85
2021,85,28.56,17.82,-999.0,16.16,0.09,0.34,12.26
2021,86,28.36,16.77,-999.0,16.06,0.09,0.34,9.41
2021,87,28.48,16.84,-999.0,19.94,0.09,0.34,10.87
2021,88,27.31,17.19,-999.0,22.02,0.09,0.34,11.31
2021,89,27.65,17.37,-999.0,26.19,0.09,0.34,9.38
2021,90,27.4,18.17,-999.0,22.72,0.09,0.34,11.1
2021,91,28.4,19.0,-999.0,17.58,0.09,0.34,12.68
2021,92,28.43,19.01,-999.0,14.93,0.09,0.34,13.33
2021,93,28.3,20.0,-999.0,11.79,0.08,0.34,13.89
2021,94,26.18,19.69,-999.0,12.44,0.08,0.34,13.02
2021,95,27.94,17.38,-999.0,17.36,0.08,0.34,10.47
2021,96,27.78,15.85,-999.0,21.81,0.08,0.33,7.13
2021,97,27.86,17.11,-999.0,15.9,0.08,0.33,9.35
